rc1,rc2,ic,run,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked
4,14,5,18,334,ENHANCED,20,20,0,1947,97.35,312,0.0641,1071,0,5,5
4,14,5,19,347,ENHANCED,20,20,0,2169,108.45,311,0.0643,1016,0,5,5
4,14,5,20,360,ENHANCED,21,21,0,2166,103.14,347,0.0605,1191,0,5,5
4,14,5,21,373,ENHANCED,20,20,0,2483,124.15,344,0.0581,1050,1,8,8
4,14,5,22,386,ENHANCED,20,20,0,1742,87.10,300,0.0667,1064,0,7,7
4,14,5,23,399,ENHANCED,20,20,0,2432,121.60,369,0.0542,1147,0,6,6
4,14,5,24,412,ENHANCED,20,20,0,1988,99.40,301,0.0664,1052,0,6,6
4,14,5,25,425,ENHANCED,20,20,0,2303,115.15,304,0.0658,1042,0,7,7
4,14,5,26,438,ENHANCED,20,20,0,2215,110.75,379,0.0528,1157,0,6,6
4,14,5,27,451,ENHANCED,20,20,0,1770,88.50,317,0.0631,1107,0,7,7
4,14,5,28,464,ENHANCED,20,20,0,2233,111.65,301,0.0664,1101,0,9,9
4,14,5,29,477,ENHANCED,20,20,0,1952,97.60,359,0.0557,1078,0,7,7
4,14,5,30,490,ENHANCED,20,20,0,1659,82.95,341,0.0587,1051,0,5,5
5,12,4,1,113,ENHANCED,20,20,0,1545,77.25,315,0.0635,1080,0,6,6
5,12,4,2,126,ENHANCED,20,20,0,1646,82.30,279,0.0717,962,0,7,7
5,12,4,3,139,ENHANCED,20,20,0,1784,89.20,272,0.0735,964,0,7,7
5,12,4,4,152,ENHANCED,20,20,0,1922,96.10,305,0.0656,981,0,6,6
5,12,4,5,165,ENHANCED,20,20,0,2320,116.00,345,0.0580,1087,0,8,8
5,12,4,6,178,ENHANCED,20,20,0,1679,83.95,262,0.0763,971,0,8,8
5,12,4,7,191,ENHANCED,20,20,0,1871,93.55,295,0.0678,1055,0,6,6
5,12,4,8,204,ENHANCED,20,20,0,1705,85.25,281,0.0712,977,0,6,6
5,12,4,9,217,ENHANCED,20,20,0,1847,92.35,299,0.0669,1078,0,7,7
5,12,4,10,230,ENHANCED,20,20,0,2068,103.40,369,0.0542,1191,0,7,7
5,12,4,11,243,ENHANCED,20,20,0,2232,111.60,310,0.0645,1089,0,7,7
5,12,4,12,256,ENHANCED,20,20,0,2053,102.65,363,0.0551,1057,0,4,4
5,12,4,13,269,ENHANCED,20,20,0,2399,119.95,351,0.0570,1106,1,8,8
5,12,4,14,282,ENHANCED,20,20,0,2196,109.80,331,0.0604,1086,0,7,7
5,12,4,15,295,ENHANCED,20,20,0,2450,122.50,348,0.0575,1104,0,10,10
5,12,4,16,308,ENHANCED,20,20,0,2547,127.35,323,0.0619,1139,0,8,8
5,12,4,17,321,ENHANCED,20,20,0,2100,105.00,306,0.0654,1081,0,9,9
5,12,4,18,334,ENHANCED,20,20,0,1821,91.05,310,0.0645,1064,0,7,7
5,12,4,19,347,ENHANCED,20,20,0,2159,107.95,301,0.0664,1033,0,5,5
5,12,4,20,360,ENHANCED,21,21,0,2070,98.57,303,0.0693,1099,0,5,5
5,12,4,21,373,ENHANCED,20,20,0,2511,125.55,351,0.0570,1059,1,9,9
5,12,4,22,386,ENHANCED,20,20,0,1909,95.45,304,0.0658,1109,0,8,8
5,12,4,23,399,ENHANCED,20,20,0,2039,101.95,343,0.0583,1052,0,5,5
5,12,4,24,412,ENHANCED,20,20,0,1751,87.55,246,0.0813,892,0,7,7
5,12,4,25,425,ENHANCED,20,20,0,2294,114.70,338,0.0592,1110,0,7,7
5,12,4,26,438,ENHANCED,20,20,0,2268,113.40,316,0.0633,1127,0,5,5
5,12,4,27,451,ENHANCED,20,20,0,1676,83.80,291,0.0687,1044,0,4,4
5,12,4,28,464,ENHANCED,20,20,0,2123,106.15,292,0.0685,1052,0,8,8
5,12,4,29,477,ENHANCED,20,20,0,1811,90.55,311,0.0643,1082,0,5,5
5,12,4,30,490,ENHANCED,20,20,0,1713,85.65,311,0.0643,1072,0,8,8
5,12,6,1,113,ENHANCED,20,20,0,1578,78.90,302,0.0662,1060,0,7,7
5,12,6,2,126,ENHANCED,20,20,0,1924,96.20,281,0.0712,1036,0,7,7
5,12,6,3,139,ENHANCED,20,20,0,2029,101.45,310,0.0645,1039,0,5,5
5,12,6,4,152,ENHANCED,20,20,0,1895,94.75,303,0.0660,963,0,7,7
5,12,6,5,165,ENHANCED,20,20,0,2288,114.40,322,0.0621,1168,0,10,10
5,12,6,6,178,ENHANCED,20,20,0,2015,100.75,308,0.0649,1083,0,5,5
5,12,6,7,191,ENHANCED,20,20,0,1884,94.20,323,0.0619,1111,0,7,7
5,12,6,8,204,ENHANCED,20,20,0,2258,112.90,399,0.0501,1071,2,5,5
5,12,6,9,217,ENHANCED,20,20,0,1760,88.00,316,0.0633,1007,0,4,4
5,12,6,10,230,ENHANCED,20,20,0,1942,97.10,320,0.0625,1161,0,7,7
5,12,6,11,243,ENHANCED,20,20,0,2470,123.50,373,0.0536,1134,0,7,7
5,12,6,12,256,ENHANCED,20,20,0,1933,96.65,341,0.0587,1051,0,8,8
5,12,6,13,269,ENHANCED,20,20,0,2712,135.60,373,0.0536,1216,0,8,8
5,12,6,14,282,ENHANCED,20,20,0,2075,103.75,332,0.0602,1114,0,9,9
5,12,6,15,295,ENHANCED,20,20,0,2268,113.40,323,0.0619,1130,0,9,9
5,12,6,16,308,ENHANCED,20,20,0,2393,119.65,306,0.0654,1081,0,6,6
5,12,6,17,321,ENHANCED,20,20,0,2052,102.60,349,0.0573,1061,0,6,6
5,12,6,18,334,ENHANCED,20,20,0,1908,95.40,306,0.0654,1020,0,5,5
5,12,6,19,347,ENHANCED,20,20,0,2176,108.80,293,0.0683,1049,0,8,8
5,12,6,20,360,ENHANCED,21,21,0,2072,98.67,306,0.0686,1123,0,6,6
5,12,6,21,373,ENHANCED,20,20,0,2402,120.10,335,0.0597,1147,0,7,7
5,12,6,22,386,ENHANCED,20,20,0,1943,97.15,317,0.0631,1109,0,9,9
5,12,6,23,399,ENHANCED,20,20,0,2258,112.90,346,0.0578,1114,0,5,5
5,12,6,24,412,ENHANCED,20,20,0,1997,99.85,281,0.0712,1010,0,8,8
5,12,6,25,425,ENHANCED,20,20,0,2038,101.90,309,0.0647,1010,0,6,6
5,12,6,26,438,ENHANCED,20,20,0,2046,102.30,336,0.0595,1125,0,5,5
5,12,6,27,451,ENHANCED,20,20,0,1941,97.05,341,0.0587,1094,0,8,8
5,12,6,28,464,ENHANCED,20,20,0,2107,105.35,292,0.0685,1011,0,7,7
5,12,6,29,477,ENHANCED,20,20,0,1926,96.30,337,0.0593,1107,0,7,7
5,12,6,30,490,ENHANCED,20,20,0,1639,81.95,322,0.0621,1075,0,7,7
7,14,4,1,113,ENHANCED,20,20,0,1494,74.70,303,0.0660,1027,0,7,7
7,14,4,2,126,ENHANCED,20,20,0,1869,93.45,298,0.0671,1066,0,7,7
7,14,4,3,139,ENHANCED,20,20,0,1892,94.60,287,0.0697,1001,0,6,6
7,14,4,4,152,ENHANCED,20,20,0,1985,99.25,291,0.0687,1006,0,7,7
7,14,4,5,165,ENHANCED,20,20,0,2324,116.20,302,0.0662,1082,0,8,8
7,14,4,6,178,ENHANCED,20,20,0,1809,90.45,314,0.0637,1062,0,6,6
7,14,4,7,191,ENHANCED,20,20,0,1648,82.40,285,0.0702,1022,0,5,5
7,14,4,8,204,ENHANCED,20,20,0,1692,84.60,300,0.0667,1021,0,5,5
7,14,4,9,217,ENHANCED,20,20,0,1742,87.10,283,0.0707,1027,0,7,7
7,14,4,10,230,ENHANCED,20,20,0,1912,95.60,354,0.0565,1166,0,8,8
7,14,4,11,243,ENHANCED,20,20,0,2262,113.10,342,0.0585,1080,0,6,6
7,14,4,12,256,ENHANCED,20,20,0,1813,90.65,376,0.0532,1029,0,2,2
7,14,4,13,269,ENHANCED,20,20,0,2269,113.45,330,0.0606,1058,0,8,8
7,14,4,14,282,ENHANCED,20,20,0,2145,107.25,338,0.0592,1067,0,7,7
7,14,4,15,295,ENHANCED,20,20,0,2506,125.30,351,0.0570,1154,0,6,6
7,14,4,16,308,ENHANCED,20,20,0,2401,120.05,305,0.0656,1079,0,5,5
7,14,4,17,321,ENHANCED,20,20,0,1904,95.20,299,0.0669,1026,0,6,6
7,14,4,18,334,ENHANCED,20,20,0,1988,99.40,320,0.0625,1074,0,5,5
7,14,4,19,347,ENHANCED,20,20,0,2366,118.30,317,0.0631,1048,0,7,7
7,14,4,20,360,ENHANCED,21,21,0,2070,98.57,317,0.0662,1080,0,8,8
7,14,4,21,373,ENHANCED,20,20,0,2171,108.55,326,0.0613,1075,0,9,9
7,14,4,22,386,ENHANCED,20,20,0,1947,97.35,322,0.0621,1091,0,6,6
7,14,4,23,399,ENHANCED,20,20,0,2162,108.10,335,0.0597,1080,0,5,5
7,14,4,24,412,ENHANCED,20,20,0,1978,98.90,284,0.0704,1026,0,5,5
7,14,4,25,425,ENHANCED,20,20,0,2154,107.70,306,0.0654,1032,0,7,7
7,14,4,26,438,ENHANCED,20,20,0,1904,95.20,308,0.0649,1076,0,9,9
7,14,4,27,451,ENHANCED,20,20,0,1763,88.15,308,0.0649,997,0,7,7
7,14,4,28,464,ENHANCED,20,20,0,2244,112.20,320,0.0625,1061,0,7,7
7,14,4,29,477,ENHANCED,20,20,0,1592,79.60,304,0.0658,976,0,6,6
7,14,4,30,490,ENHANCED,20,20,0,1605,80.25,336,0.0595,1022,0,4,4
7,14,6,1,113,ENHANCED,20,20,0,1416,70.80,316,0.0633,982,0,5,5
7,14,6,2,126,ENHANCED,20,20,0,1653,82.65,279,0.0717,999,0,8,8
7,14,6,3,139,ENHANCED,20,20,0,2014,100.70,307,0.0651,1068,0,6,6
7,14,6,4,152,ENHANCED,20,20,0,2019,100.95,295,0.0678,979,0,7,7
7,14,6,5,165,ENHANCED,20,20,0,2424,121.20,318,0.0629,1122,0,11,11
7,14,6,6,178,ENHANCED,20,20,0,1885,94.25,289,0.0692,1081,0,6,6
7,14,6,7,191,ENHANCED,20,20,0,1900,95.00,305,0.0656,1097,0,8,8
7,14,6,8,204,ENHANCED,20,20,0,1649,82.45,311,0.0643,1019,0,7,7
7,14,6,9,217,ENHANCED,20,20,0,1659,82.95,283,0.0707,999,0,6,6
7,14,6,10,230,ENHANCED,20,20,0,2050,102.50,341,0.0587,1191,0,9,9
7,14,6,11,243,ENHANCED,20,20,0,2260,113.00,330,0.0606,1114,0,6,6
7,14,6,12,256,ENHANCED,20,20,0,1949,97.45,353,0.0567,1140,0,9,9
7,14,6,13,269,ENHANCED,20,20,0,2264,113.20,348,0.0575,1098,0,8,8
7,14,6,14,282,ENHANCED,20,20,0,2449,122.45,369,0.0542,1154,0,8,8
7,14,6,15,295,ENHANCED,20,20,0,2091,104.55,291,0.0687,1064,0,9,9
7,14,6,16,308,ENHANCED,20,20,0,2229,111.45,321,0.0623,1108,0,6,6
7,14,6,17,321,ENHANCED,20,20,0,2049,102.45,349,0.0573,1105,0,3,3
7,14,6,18,334,ENHANCED,20,20,0,1770,88.50,309,0.0647,1003,1,4,4
7,14,6,19,347,ENHANCED,20,20,0,2389,119.45,324,0.0617,1080,0,8,8
7,14,6,20,360,ENHANCED,21,21,0,2179,103.76,326,0.0644,1118,0,8,8
7,14,6,21,373,ENHANCED,20,20,0,2280,114.00,313,0.0639,1102,0,9,9
7,14,6,22,386,ENHANCED,20,20,0,1803,90.15,297,0.0673,1031,0,7,7
7,14,6,23,399,ENHANCED,20,20,0,2337,116.85,362,0.0552,1112,0,5,5
7,14,6,24,412,ENHANCED,20,20,0,1902,95.10,308,0.0649,1026,0,5,5
7,14,6,25,425,ENHANCED,20,20,0,2175,108.75,327,0.0612,1124,0,8,8
7,14,6,26,438,ENHANCED,20,20,0,1941,97.05,307,0.0651,1105,0,8,8
7,14,6,27,451,ENHANCED,20,20,0,1610,80.50,309,0.0647,1083,0,8,8
7,14,6,28,464,ENHANCED,20,20,0,2473,123.65,334,0.0599,1145,0,10,10
7,14,6,29,477,ENHANCED,20,20,0,1965,98.25,329,0.0608,1067,0,4,4
7,14,6,30,490,ENHANCED,20,20,0,1630,81.50,311,0.0643,1106,0,7,7
5,13,4,1,113,ENHANCED,20,20,0,1503,75.15,312,0.0641,1032,0,6,6
5,13,4,2,126,ENHANCED,20,20,0,1797,89.85,282,0.0709,978,0,7,7
5,13,4,3,139,ENHANCED,20,20,0,1887,94.35,313,0.0639,1020,0,6,6
5,13,4,4,152,ENHANCED,20,20,0,2055,102.75,300,0.0667,1008,0,8,8
5,13,4,5,165,ENHANCED,20,20,0,2536,126.80,345,0.0580,1136,0,9,9
5,13,4,6,178,ENHANCED,20,20,0,1646,82.30,279,0.0717,968,0,5,5
5,13,4,7,191,ENHANCED,20,20,0,2001,100.05,336,0.0595,1144,0,2,2
5,13,4,8,204,ENHANCED,20,20,0,1741,87.05,319,0.0627,1058,0,5,5
5,13,4,9,217,ENHANCED,20,20,0,1746,87.30,300,0.0667,1013,0,6,6
5,13,4,10,230,ENHANCED,20,20,0,2128,106.40,342,0.0585,1199,0,8,8
5,13,4,11,243,ENHANCED,20,20,0,2119,105.95,308,0.0649,1059,0,5,5
5,13,4,12,256,ENHANCED,20,20,0,1809,90.45,339,0.0590,1044,0,4,4
5,13,4,13,269,ENHANCED,20,20,0,2539,126.95,350,0.0571,1154,0,4,4
5,13,4,14,282,ENHANCED,20,20,0,2004,100.20,339,0.0590,995,0,6,6
5,13,4,15,295,ENHANCED,20,20,0,2376,118.80,340,0.0588,1105,0,8,8
5,13,4,16,308,ENHANCED,20,20,0,2392,119.60,307,0.0651,1090,0,5,5
5,13,4,17,321,ENHANCED,20,20,0,2178,108.90,337,0.0593,1113,0,6,6
5,13,4,18,334,ENHANCED,20,20,0,1867,93.35,293,0.0683,1017,0,7,7
5,13,4,19,347,ENHANCED,20,20,0,2384,119.20,308,0.0649,1066,0,7,7
5,13,4,20,360,ENHANCED,21,21,0,2014,95.90,291,0.0722,1070,0,7,7
5,13,4,21,373,ENHANCED,20,20,0,2051,102.55,285,0.0702,1017,0,7,7
5,13,4,22,386,ENHANCED,20,20,0,1738,86.90,307,0.0651,1045,0,7,7
5,13,4,23,399,ENHANCED,20,20,0,2089,104.45,332,0.0602,1059,0,6,6
5,13,4,24,412,ENHANCED,20,20,0,2211,110.55,312,0.0641,1087,0,10,10
5,13,4,25,425,ENHANCED,20,20,0,2077,103.85,277,0.0722,1010,0,6,6
5,13,4,26,438,ENHANCED,20,20,0,2265,113.25,413,0.0484,1151,0,4,4
5,13,4,27,451,ENHANCED,20,20,0,1761,88.05,328,0.0610,1100,0,7,7
5,13,4,28,464,ENHANCED,20,20,0,2222,111.10,311,0.0643,1032,0,7,7
5,13,4,29,477,ENHANCED,20,20,0,1962,98.10,349,0.0573,1070,0,5,5
5,13,4,30,490,ENHANCED,20,20,0,1628,81.40,317,0.0631,1011,0,5,5
6,13,4,1,113,ENHANCED,20,20,0,1706,85.30,323,0.0619,1071,0,7,7
6,13,4,2,126,ENHANCED,20,20,0,1863,93.15,292,0.0685,1007,0,10,10
6,13,4,3,139,ENHANCED,20,20,0,1920,96.00,307,0.0651,1027,0,6,6
6,13,4,4,152,ENHANCED,20,20,0,2106,105.30,323,0.0619,1064,0,8,8
6,13,4,5,165,ENHANCED,20,20,0,2335,116.75,338,0.0592,1163,0,7,7
6,13,4,6,178,ENHANCED,20,20,0,2445,122.25,333,0.0601,1208,0,7,7
6,13,4,7,191,ENHANCED,20,20,0,2150,107.50,336,0.0595,1163,0,5,5
6,13,4,8,204,ENHANCED,20,20,0,1564,78.20,296,0.0676,1016,0,10,10
6,13,4,9,217,ENHANCED,20,20,0,1950,97.50,315,0.0635,1113,0,6,6
6,13,4,10,230,ENHANCED,20,20,0,2107,105.35,339,0.0590,1196,0,11,11
6,13,4,11,243,ENHANCED,20,20,0,2009,100.45,320,0.0625,1092,0,6,6
6,13,4,12,256,ENHANCED,20,20,0,1914,95.70,380,0.0526,1033,0,3,3
6,13,4,13,269,ENHANCED,20,20,0,2480,124.00,350,0.0571,1075,0,6,6
6,13,4,14,282,ENHANCED,20,20,0,2125,106.25,330,0.0606,1095,0,7,7
6,13,4,15,295,ENHANCED,20,20,0,2626,131.30,355,0.0563,1082,0,7,7
6,13,4,16,308,ENHANCED,20,20,0,2218,110.90,300,0.0667,1060,0,7,7
6,13,4,17,321,ENHANCED,20,20,0,2083,104.15,335,0.0597,1069,0,7,7
6,13,4,18,334,ENHANCED,20,20,0,2081,104.05,350,0.0571,1066,0,7,7
6,13,4,19,347,ENHANCED,20,20,0,2287,114.35,328,0.0610,1071,0,3,3
6,13,4,20,360,ENHANCED,21,21,0,2308,109.90,329,0.0638,1127,0,4,4
6,13,4,21,373,ENHANCED,20,20,0,2058,102.90,309,0.0647,1053,0,8,8
6,13,4,22,386,ENHANCED,20,20,0,1635,81.75,289,0.0692,1020,0,8,8
6,13,4,23,399,ENHANCED,20,20,0,2114,105.70,344,0.0581,1057,0,6,6
6,13,4,24,412,ENHANCED,20,20,0,1836,91.80,260,0.0769,978,0,4,4
6,13,4,25,425,ENHANCED,20,20,0,2166,108.30,287,0.0697,1060,0,6,6
6,13,4,26,438,ENHANCED,20,20,0,2003,100.15,315,0.0635,1103,0,6,6
6,13,4,27,451,ENHANCED,20,20,0,1654,82.70,290,0.0690,1038,0,7,7
6,13,4,28,464,ENHANCED,20,20,0,2068,103.40,303,0.0660,1001,0,7,7
6,13,4,29,477,ENHANCED,20,20,0,1873,93.65,337,0.0593,1122,0,8,8
6,13,4,30,490,ENHANCED,20,20,0,1786,89.30,334,0.0599,1076,0,5,5
4,13,6,1,113,ENHANCED,20,20,0,1515,75.75,333,0.0601,1077,0,6,6
4,13,6,2,126,ENHANCED,20,20,0,1947,97.35,291,0.0687,1078,0,10,10
4,13,6,3,139,ENHANCED,20,20,0,2038,101.90,317,0.0631,1130,0,7,7
4,13,6,4,152,ENHANCED,20,20,0,2167,108.35,327,0.0612,1099,0,8,8
4,13,6,5,165,ENHANCED,20,20,0,2566,128.30,355,0.0563,1225,0,9,9
4,13,6,6,178,ENHANCED,20,20,0,1903,95.15,291,0.0687,1035,0,5,5
4,13,6,7,191,ENHANCED,20,20,0,1842,92.10,303,0.0660,1073,0,7,7
4,13,6,8,204,ENHANCED,20,20,0,1468,73.40,289,0.0692,976,0,6,6
4,13,6,9,217,ENHANCED,20,20,0,1684,84.20,313,0.0639,1041,0,7,7
4,13,6,10,230,ENHANCED,20,20,0,2053,102.65,337,0.0593,1219,0,13,13
4,13,6,11,243,ENHANCED,20,20,0,2490,124.50,354,0.0565,1220,0,8,8
4,13,6,12,256,ENHANCED,20,20,0,1895,94.75,355,0.0563,1039,0,6,6
4,13,6,13,269,ENHANCED,20,20,0,2484,124.20,363,0.0551,1119,0,4,4
4,13,6,14,282,ENHANCED,20,20,0,1885,94.25,319,0.0627,1047,0,9,9
4,13,6,15,295,ENHANCED,20,20,0,2437,121.85,329,0.0608,1149,0,5,5
4,13,6,16,308,ENHANCED,20,20,0,2186,109.30,306,0.0654,1067,0,8,8
4,13,6,17,321,ENHANCED,20,20,0,2074,103.70,351,0.0570,1189,0,7,7
4,13,6,18,334,ENHANCED,20,20,0,2021,101.05,340,0.0588,1066,0,4,4
4,13,6,19,347,ENHANCED,20,20,0,2530,126.50,368,0.0543,1103,0,6,6
4,13,6,20,360,ENHANCED,21,21,0,2061,98.14,323,0.0650,1153,0,7,7
4,13,6,21,373,ENHANCED,20,20,0,2155,107.75,343,0.0583,1056,0,6,6
4,13,6,22,386,ENHANCED,20,20,0,1856,92.80,309,0.0647,1124,0,9,9
4,13,6,23,399,ENHANCED,20,20,0,2443,122.15,401,0.0499,1161,0,6,6
4,13,6,24,412,ENHANCED,20,20,0,1980,99.00,292,0.0685,1048,0,6,6
4,13,6,25,425,ENHANCED,20,20,0,2212,110.60,304,0.0658,1132,0,9,9
4,13,6,26,438,ENHANCED,20,20,0,2082,104.10,334,0.0599,1138,0,4,4
4,13,6,27,451,ENHANCED,20,20,0,1870,93.50,339,0.0590,1061,0,3,3
4,13,6,28,464,ENHANCED,20,20,0,2193,109.65,301,0.0664,1064,0,7,7
4,13,6,29,477,ENHANCED,20,20,0,1771,88.55,323,0.0619,1037,0,6,6
4,13,6,30,490,ENHANCED,20,20,0,1667,83.35,337,0.0593,1053,0,5,5
6,12,6,1,113,ENHANCED,20,20,0,1352,67.60,292,0.0685,996,0,7,7
6,12,6,2,126,ENHANCED,20,20,0,1842,92.10,273,0.0733,1007,0,7,7
6,12,6,3,139,ENHANCED,20,20,0,2064,103.20,310,0.0645,1086,0,6,6
6,12,6,4,152,ENHANCED,20,20,0,1868,93.40,290,0.0690,942,0,6,6
6,12,6,5,165,ENHANCED,20,20,0,2312,115.60,315,0.0635,1109,0,8,8
6,12,6,6,178,ENHANCED,20,20,0,1872,93.60,290,0.0690,1036,0,4,4
6,12,6,7,191,ENHANCED,20,20,0,1800,90.00,309,0.0647,1047,0,4,4
6,12,6,8,204,ENHANCED,20,20,0,1500,75.00,298,0.0671,962,0,8,8
6,12,6,9,217,ENHANCED,20,20,0,1615,80.75,317,0.0631,995,0,5,5
6,12,6,10,230,ENHANCED,20,20,0,2015,100.75,333,0.0601,1156,0,7,7
6,12,6,11,243,ENHANCED,20,20,0,2082,104.10,317,0.0631,1069,0,6,6
6,12,6,12,256,ENHANCED,20,20,0,1948,97.40,351,0.0570,1109,0,7,7
6,12,6,13,269,ENHANCED,20,20,0,2380,119.00,351,0.0570,1104,0,6,6
6,12,6,14,282,ENHANCED,20,20,0,1906,95.30,301,0.0664,1025,0,5,5
6,12,6,15,295,ENHANCED,20,20,0,2443,122.15,338,0.0592,1161,0,7,7
6,12,6,16,308,ENHANCED,20,20,0,2289,114.45,318,0.0629,1069,0,7,7
6,12,6,17,321,ENHANCED,20,20,0,2126,106.30,323,0.0619,1116,0,9,9
6,12,6,18,334,ENHANCED,20,20,0,1911,95.55,309,0.0647,1080,0,7,7
6,12,6,19,347,ENHANCED,20,20,0,2599,129.95,337,0.0593,1153,0,6,6
6,12,6,20,360,ENHANCED,21,21,0,2045,97.38,306,0.0686,1045,0,4,4
6,12,6,21,373,ENHANCED,20,20,0,2238,111.90,332,0.0602,1048,0,7,7
6,12,6,22,386,ENHANCED,20,20,0,1822,91.10,309,0.0647,1074,0,6,6
6,12,6,23,399,ENHANCED,20,20,0,2118,105.90,343,0.0583,1123,0,10,10
6,12,6,24,412,ENHANCED,20,20,0,1913,95.65,286,0.0699,1019,0,5,5
6,12,6,25,425,ENHANCED,20,20,0,2189,109.45,342,0.0585,1053,0,6,6
6,12,6,26,438,ENHANCED,20,20,0,2223,111.15,353,0.0567,1160,1,6,6
6,12,6,27,451,ENHANCED,20,20,0,1726,86.30,341,0.0587,1042,0,4,4
6,12,6,28,464,ENHANCED,20,20,0,2163,108.15,297,0.0673,1076,0,8,8
6,12,6,29,477,ENHANCED,20,20,0,1990,99.50,350,0.0571,1201,0,7,7
6,12,6,30,490,ENHANCED,20,20,0,1815,90.75,356,0.0562,1120,0,5,5
3,16,5,1,113,ENHANCED,20,20,0,1792,89.60,338,0.0592,1138,0,7,7
3,16,5,2,126,ENHANCED,20,20,0,1875,93.75,274,0.0730,996,0,7,7
3,16,5,3,139,ENHANCED,20,20,0,2029,101.45,297,0.0673,1064,0,9,9
3,16,5,4,152,ENHANCED,20,20,0,2432,121.60,348,0.0575,1185,0,9,9
3,16,5,5,165,ENHANCED,20,20,0,2652,132.60,378,0.0529,1246,0,12,12
3,16,5,6,178,ENHANCED,20,20,0,1652,82.60,286,0.0699,979,0,7,7
3,16,5,7,191,ENHANCED,20,20,0,1882,94.10,324,0.0617,1044,0,4,4
3,16,5,8,204,ENHANCED,20,20,0,1490,74.50,283,0.0707,967,0,4,4
3,16,5,9,217,ENHANCED,20,20,0,1550,77.50,293,0.0683,964,0,5,5
3,16,5,10,230,ENHANCED,20,20,0,2191,109.55,350,0.0571,1201,0,6,6
3,16,5,11,243,ENHANCED,20,20,0,2159,107.95,340,0.0588,1112,0,5,5
3,16,5,12,256,ENHANCED,20,20,0,1977,98.85,365,0.0548,1087,0,5,5
3,16,5,13,269,ENHANCED,20,20,0,2624,131.20,388,0.0515,1139,0,5,5
3,16,5,14,282,ENHANCED,20,20,0,2520,126.00,380,0.0526,1142,0,7,7
3,16,5,15,295,ENHANCED,20,20,0,1994,99.70,283,0.0707,1022,0,6,6
3,16,5,16,308,ENHANCED,20,20,0,2556,127.80,316,0.0633,1169,0,6,6
3,16,5,17,321,ENHANCED,20,20,0,2006,100.30,318,0.0629,1056,0,8,8
3,16,5,18,334,ENHANCED,20,20,0,1995,99.75,322,0.0621,1104,0,5,5
3,16,5,19,347,ENHANCED,20,20,0,2236,111.80,325,0.0615,1061,0,4,4
3,16,5,20,360,ENHANCED,21,21,0,2598,123.71,334,0.0629,1218,0,9,9
3,16,5,21,373,ENHANCED,20,20,0,2194,109.70,308,0.0649,1042,0,6,6
3,16,5,22,386,ENHANCED,20,20,0,1838,91.90,289,0.0692,1052,0,9,9
3,16,5,23,399,ENHANCED,20,20,0,2003,100.15,326,0.0613,1037,0,6,6
3,16,5,24,412,ENHANCED,20,20,0,2172,108.60,311,0.0643,1118,0,8,8
3,16,5,25,425,ENHANCED,20,20,0,2453,122.65,360,0.0556,1118,0,7,7
3,16,5,26,438,ENHANCED,20,20,0,2513,125.65,393,0.0509,1176,0,4,4
3,16,5,27,451,ENHANCED,20,20,0,1644,82.20,296,0.0676,1044,0,6,6
3,16,5,28,464,ENHANCED,20,20,0,2244,112.20,318,0.0629,1063,0,6,6
3,16,5,29,477,ENHANCED,20,20,0,1833,91.65,312,0.0641,1040,0,6,6
3,16,5,30,490,ENHANCED,20,20,0,1719,85.95,340,0.0588,1069,0,4,4
5,14,7,1,113,ENHANCED,20,20,0,1779,88.95,330,0.0606,1107,0,4,4
5,14,7,2,126,ENHANCED,20,20,0,1826,91.30,285,0.0702,1006,0,8,8
5,14,7,3,139,ENHANCED,20,20,0,2056,102.80,314,0.0637,1107,0,10,10
5,14,7,4,152,ENHANCED,20,20,0,2302,115.10,341,0.0587,1141,0,8,8
5,14,7,5,165,ENHANCED,20,20,0,2308,115.40,310,0.0645,1118,0,7,7
5,14,7,6,178,ENHANCED,20,20,0,1825,91.25,277,0.0722,1019,0,5,5
5,14,7,7,191,ENHANCED,20,20,0,1902,95.10,315,0.0635,1125,0,5,5
5,14,7,8,204,ENHANCED,20,20,0,1905,95.25,313,0.0639,1023,0,7,7
5,14,7,9,217,ENHANCED,20,20,0,1900,95.00,301,0.0664,1072,0,8,8
5,14,7,10,230,ENHANCED,20,20,0,1834,91.70,328,0.0610,1144,0,8,8
5,14,7,11,243,ENHANCED,20,20,0,2101,105.05,293,0.0683,1052,0,7,7
5,14,7,12,256,ENHANCED,20,20,0,1834,91.70,315,0.0635,1033,0,8,8
5,14,7,13,269,ENHANCED,20,20,0,2640,132.00,375,0.0533,1185,0,10,10
5,14,7,14,282,ENHANCED,20,20,0,2141,107.05,319,0.0627,1085,0,7,7
5,14,7,15,295,ENHANCED,20,20,0,2417,120.85,341,0.0587,1183,0,7,7
5,14,7,16,308,ENHANCED,20,20,0,2558,127.90,346,0.0578,1148,0,6,6
5,14,7,17,321,ENHANCED,20,20,0,2107,105.35,343,0.0583,1119,0,6,6
5,14,7,18,334,ENHANCED,20,20,0,1645,82.25,308,0.0649,1041,0,6,6
5,14,7,19,347,ENHANCED,20,20,0,2411,120.55,331,0.0604,1107,0,5,5
5,14,7,20,360,ENHANCED,21,21,0,2106,100.29,300,0.0700,1105,0,7,7
