phase,experiment,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked,conflicts,yields,relay_drops
P6,P6_relay_adaptive_bat75,154,ENHANCED,50,50,0,3937,78.74,478,0.1046,1694,0,0,0,10,10,0
P6,P6_relay_adaptive_bat75,155,ENHANCED,50,50,0,3990,79.80,464,0.1078,1696,0,0,0,16,16,0
P6,P6_relay_adaptive_bat75,156,ENHANCED,50,50,0,3934,78.68,465,0.1075,1683,0,0,0,7,7,0
P6,P6_relay_adaptive_bat75,157,ENHANCED,50,50,0,4129,82.58,469,0.1066,1689,0,0,0,11,11,0
P6,P6_relay_adaptive_bat75,158,ENHANCED,50,50,0,4026,80.52,466,0.1073,1695,0,0,0,19,19,0
P6,P6_relay_adaptive_bat75,159,ENHANCED,50,50,0,4114,82.28,467,0.1071,1683,0,0,0,7,7,0
P6,P6_relay_always_bat50,150,ENHANCED,50,2,38,73,36.50,1999,0.0010,337,1,10,0,1,1,10
P6,P6_relay_always_bat50,151,ENHANCED,50,1,37,51,51.00,1999,0.0005,330,0,10,0,1,1,10
P6,P6_relay_always_bat50,152,ENHANCED,50,2,37,76,38.00,1999,0.0010,335,0,10,0,0,0,10
P6,P6_relay_always_bat50,153,ENHANCED,50,2,37,88,44.00,1999,0.0010,345,0,10,0,1,1,10
P6,P6_relay_always_bat50,154,ENHANCED,50,2,37,80,40.00,1999,0.0010,348,1,10,0,3,3,10
P6,P6_relay_always_bat50,155,ENHANCED,50,2,38,74,37.00,1999,0.0010,338,1,10,0,2,2,10
P6,P6_relay_always_bat50,156,ENHANCED,50,2,38,72,36.00,1999,0.0010,335,1,10,0,1,1,10
P6,P6_relay_always_bat50,157,ENHANCED,50,2,38,76,38.00,1999,0.0010,337,1,10,0,3,3,10
P6,P6_relay_always_bat50,158,ENHANCED,50,2,37,80,40.00,1999,0.0010,350,1,10,0,3,3,10
P6,P6_relay_always_bat50,159,ENHANCED,50,2,38,72,36.00,1999,0.0010,333,1,10,0,1,1,10
P6,P6_relay_always_bat75,150,ENHANCED,50,38,0,10925,287.50,1999,0.0190,1609,1,10,0,3,3,10
P6,P6_relay_always_bat75,151,ENHANCED,50,39,0,5606,143.74,1999,0.0195,1583,0,10,0,5,5,10
P6,P6_relay_always_bat75,152,ENHANCED,50,38,0,11013,289.82,1999,0.0190,1619,1,10,0,8,8,10
P6,P6_relay_always_bat75,153,ENHANCED,50,38,0,10770,283.42,1999,0.0190,1592,1,10,0,7,7,10
P6,P6_relay_always_bat75,154,ENHANCED,50,39,0,6662,170.82,1999,0.0195,1588,0,10,0,12,12,10
P6,P6_relay_always_bat75,155,ENHANCED,50,40,0,5435,135.88,1999,0.0200,1676,1,10,0,10,10,10
P6,P6_relay_always_bat75,156,ENHANCED,50,38,0,10724,282.21,1999,0.0190,1558,0,10,0,5,5,10
P6,P6_relay_always_bat75,157,ENHANCED,50,39,0,7568,194.05,1999,0.0195,1574,0,10,0,4,4,10
P6,P6_relay_always_bat75,158,ENHANCED,50,39,0,5899,151.26,1999,0.0195,1570,0,10,0,7,7,10
P6,P6_relay_always_bat75,159,ENHANCED,50,38,0,11081,291.61,1999,0.0190,1607,1,10,0,8,8,10
P6,P6_relay_never_bat50,150,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,151,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,152,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,153,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,154,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,155,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,156,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,157,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,158,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat50,159,ENHANCED,50,0,50,0,0.00,1999,0.0000,0,0,0,0,0,0,0
P6,P6_relay_never_bat75,150,ENHANCED,50,4,46,77,19.25,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,151,ENHANCED,50,4,46,79,19.75,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,152,ENHANCED,50,4,46,81,20.25,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,153,ENHANCED,50,4,46,79,19.75,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,154,ENHANCED,50,4,46,78,19.50,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,155,ENHANCED,50,4,46,79,19.75,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,156,ENHANCED,50,4,46,77,19.25,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,157,ENHANCED,50,4,46,81,20.25,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,158,ENHANCED,50,4,46,77,19.25,1999,0.0020,79,0,0,0,0,0,0
P6,P6_relay_never_bat75,159,ENHANCED,50,4,46,79,19.75,1999,0.0020,79,0,0,0,0,0,0
P7,P7_lowbat_battery,150,ENHANCED,100,100,0,20315,203.15,1023,0.0978,3748,0,43,43,59,59,43
P7,P7_lowbat_battery,151,ENHANCED,100,100,0,21437,214.37,1050,0.0952,3877,0,47,47,69,69,47
P7,P7_lowbat_battery,152,ENHANCED,100,100,0,21091,210.91,1045,0.0957,3826,0,45,45,47,47,45
P7,P7_lowbat_battery,153,ENHANCED,100,100,0,20068,200.68,1027,0.0974,3721,0,42,42,40,40,42
P7,P7_lowbat_battery,154,ENHANCED,100,100,0,21496,214.96,1063,0.0941,3906,0,46,46,77,77,46
P7,P7_lowbat_battery,155,ENHANCED,100,100,0,20267,202.67,1027,0.0974,3744,0,44,44,52,52,44
P7,P7_lowbat_battery,156,ENHANCED,100,100,0,21974,219.74,1066,0.0938,3837,0,43,43,73,73,43
P7,P7_lowbat_battery,157,ENHANCED,100,100,0,20930,209.30,1042,0.0960,3812,0,46,46,61,61,46
P7,P7_lowbat_battery,158,ENHANCED,100,100,0,20103,201.03,1026,0.0975,3802,0,46,46,42,42,46
P7,P7_lowbat_battery,159,ENHANCED,100,100,0,19738,197.38,1010,0.0990,3737,0,43,43,46,46,43
P7,P7_lowbat_congestion,150,ENHANCED,100,100,0,20311,203.11,1028,0.0973,3780,0,43,43,48,48,43
P7,P7_lowbat_congestion,151,ENHANCED,100,100,0,20881,208.81,1042,0.0960,3786,0,43,43,58,58,43
P7,P7_lowbat_congestion,152,ENHANCED,100,100,0,21142,211.42,1041,0.0961,3831,0,44,44,62,62,44
P7,P7_lowbat_congestion,153,ENHANCED,100,100,0,21225,212.25,1041,0.0961,3767,0,42,42,62,62,42
P7,P7_lowbat_congestion,154,ENHANCED,100,100,0,21180,211.80,1045,0.0957,3808,0,46,46,60,60,46
P7,P7_lowbat_congestion,155,ENHANCED,100,100,0,20591,205.91,1034,0.0967,3778,0,43,43,60,60,43
P7,P7_lowbat_congestion,156,ENHANCED,100,100,0,20484,204.84,1016,0.0984,3759,0,45,45,67,67,45
P7,P7_lowbat_congestion,157,ENHANCED,100,100,0,20930,209.30,1049,0.0953,3869,0,45,45,64,64,45
P7,P7_lowbat_congestion,158,ENHANCED,100,100,0,21277,212.77,1058,0.0945,3811,0,45,45,68,68,45
P7,P7_lowbat_congestion,159,ENHANCED,100,100,0,20048,200.48,1026,0.0975,3788,0,43,43,51,51,43
P7,P7_lowbat_default,150,ENHANCED,100,100,0,21625,216.25,1069,0.0935,3890,0,48,48,73,73,48
P7,P7_lowbat_default,151,ENHANCED,100,100,0,20996,209.96,1039,0.0962,3786,0,44,44,47,47,44
P7,P7_lowbat_default,152,ENHANCED,100,100,0,20579,205.79,1048,0.0954,3784,0,45,45,43,43,45
P7,P7_lowbat_default,153,ENHANCED,100,100,0,21036,210.36,1037,0.0964,3773,0,45,45,55,55,45
P7,P7_lowbat_default,154,ENHANCED,100,100,0,21211,212.11,1043,0.0959,3787,0,47,47,59,59,47
P7,P7_lowbat_default,155,ENHANCED,100,100,0,21077,210.77,1034,0.0967,3778,0,45,45,62,62,45
P7,P7_lowbat_default,156,ENHANCED,100,100,0,20623,206.23,1043,0.0959,3820,0,43,43,62,62,43
P7,P7_lowbat_default,157,ENHANCED,100,100,0,20942,209.42,1037,0.0964,3775,0,42,42,70,70,42
P7,P7_lowbat_default,158,ENHANCED,100,100,0,20722,207.22,1049,0.0953,3788,0,41,41,64,64,41
P7,P7_lowbat_default,159,ENHANCED,100,100,0,21057,210.57,1048,0.0954,3781,0,47,47,59,59,47
P7,P7_lowbat_equal,150,ENHANCED,100,100,0,21146,211.46,1065,0.0939,3879,0,46,46,70,70,46
P7,P7_lowbat_equal,151,ENHANCED,100,100,0,20904,209.04,1040,0.0962,3833,0,47,47,56,56,47
P7,P7_lowbat_equal,152,ENHANCED,100,100,0,19943,199.43,1025,0.0976,3759,0,49,49,54,54,49
P7,P7_lowbat_equal,153,ENHANCED,100,100,0,20903,209.03,1032,0.0969,3804,0,44,44,65,65,44
P7,P7_lowbat_equal,154,ENHANCED,100,100,0,20512,205.12,1017,0.0983,3701,0,41,41,53,53,41
P7,P7_lowbat_equal,155,ENHANCED,100,100,0,21368,213.68,1032,0.0969,3800,0,46,46,61,61,46
P7,P7_lowbat_equal,156,ENHANCED,100,100,0,20208,202.08,1032,0.0969,3797,0,45,45,54,54,45
P7,P7_lowbat_equal,157,ENHANCED,100,100,0,21130,211.30,1031,0.0970,3797,0,44,44,57,57,44
P7,P7_lowbat_equal,158,ENHANCED,100,100,0,20221,202.21,1021,0.0979,3748,0,44,44,49,49,44
P7,P7_lowbat_equal,159,ENHANCED,100,100,0,20880,208.80,1047,0.0955,3788,0,46,46,51,51,46
P7,P7_lowbat_proximity,150,ENHANCED,100,100,0,20998,209.98,1038,0.0963,3778,0,45,45,41,41,45
P7,P7_lowbat_proximity,151,ENHANCED,100,100,0,21816,218.16,1044,0.0958,3805,0,42,42,87,87,42
P7,P7_lowbat_proximity,152,ENHANCED,100,100,0,21824,218.24,1067,0.0937,3866,0,46,46,75,75,46
P7,P7_lowbat_proximity,153,ENHANCED,100,100,0,20934,209.34,1033,0.0968,3774,0,43,43,52,52,43
P7,P7_lowbat_proximity,154,ENHANCED,100,100,0,20909,209.09,1034,0.0967,3798,0,44,44,71,71,44
P7,P7_lowbat_proximity,155,ENHANCED,100,100,0,19760,197.60,1003,0.0997,3654,0,38,38,42,42,38
P7,P7_lowbat_proximity,156,ENHANCED,100,100,0,23390,233.90,1066,0.0938,3815,0,46,46,75,75,46
P7,P7_lowbat_proximity,157,ENHANCED,100,100,0,20542,205.42,1021,0.0979,3739,0,46,46,47,47,46
P7,P7_lowbat_proximity,158,ENHANCED,100,100,0,20105,201.05,1018,0.0982,3774,0,45,45,54,54,45
P7,P7_lowbat_proximity,159,ENHANCED,100,100,0,20124,201.24,1014,0.0986,3782,0,43,43,56,56,43
P7,P7_margin_1_1,150,ENHANCED,100,100,0,15631,156.31,948,0.1055,3511,0,19,19,41,41,19
P7,P7_margin_1_1,151,ENHANCED,100,100,0,16490,164.90,958,0.1044,3542,0,26,26,32,32,26
P7,P7_margin_1_1,152,ENHANCED,100,100,0,16041,160.41,955,0.1047,3520,0,20,20,36,36,20
P7,P7_margin_1_1,153,ENHANCED,100,100,0,17069,170.69,969,0.1032,3614,0,26,26,41,41,26
P7,P7_margin_1_1,154,ENHANCED,100,100,0,15818,158.18,971,0.1030,3542,0,23,23,39,39,23
P7,P7_margin_1_1,155,ENHANCED,100,100,0,15777,157.77,949,0.1054,3559,0,24,24,32,32,24
P7,P7_margin_1_1,156,ENHANCED,100,100,0,15869,158.69,955,0.1047,3539,0,21,21,40,40,21
P7,P7_margin_1_1,157,ENHANCED,100,100,0,16220,162.20,963,0.1038,3597,0,19,19,29,29,19
P7,P7_margin_1_1,158,ENHANCED,100,100,0,16036,160.36,955,0.1047,3530,0,19,19,41,41,19
P7,P7_margin_1_1,159,ENHANCED,100,100,0,17331,173.31,994,0.1006,3591,0,22,22,41,41,22
P7,P7_margin_1_3,150,ENHANCED,100,100,0,13968,139.68,921,0.1086,3456,0,14,14,31,31,14
P7,P7_margin_1_3,151,ENHANCED,100,100,0,15489,154.89,940,0.1064,3498,0,16,16,22,22,16
P7,P7_margin_1_3,152,ENHANCED,100,100,0,14163,141.63,932,0.1073,3483,0,16,16,41,41,16
P7,P7_margin_1_3,153,ENHANCED,100,100,0,15071,150.71,930,0.1075,3488,0,21,21,31,31,21
P7,P7_margin_1_3,154,ENHANCED,100,100,0,15060,150.60,932,0.1073,3495,0,14,14,34,34,14
P7,P7_margin_1_3,155,ENHANCED,100,100,0,16350,163.50,962,0.1040,3520,0,16,16,27,27,16
P7,P7_margin_1_3,156,ENHANCED,100,100,0,15538,155.38,954,0.1048,3544,0,23,23,42,42,23
P7,P7_margin_1_3,157,ENHANCED,100,100,0,15715,157.15,927,0.1079,3465,0,15,15,34,34,15
P7,P7_margin_1_3,158,ENHANCED,100,100,0,14366,143.66,928,0.1078,3479,0,18,18,26,26,18
P7,P7_margin_1_3,159,ENHANCED,100,100,0,15745,157.45,937,0.1067,3493,0,17,17,31,31,17
P7,P7_margin_1_5,150,ENHANCED,100,100,0,14251,142.51,917,0.1091,3438,0,10,10,32,32,10
P7,P7_margin_1_5,151,ENHANCED,100,100,0,15241,152.41,934,0.1071,3509,0,15,15,31,31,15
P7,P7_margin_1_5,152,ENHANCED,100,100,0,14767,147.67,919,0.1088,3472,0,13,13,38,38,13
P7,P7_margin_1_5,153,ENHANCED,100,100,0,15769,157.69,944,0.1059,3498,0,16,16,35,35,16
P7,P7_margin_1_5,154,ENHANCED,100,100,0,14288,142.88,908,0.1101,3453,0,14,14,17,17,14
P7,P7_margin_1_5,155,ENHANCED,100,100,0,14578,145.78,909,0.1100,3468,0,11,11,35,35,11
P7,P7_margin_1_5,156,ENHANCED,100,100,0,13881,138.81,897,0.1115,3443,0,11,11,43,43,11
P7,P7_margin_1_5,157,ENHANCED,100,100,0,15564,155.64,940,0.1064,3516,0,15,15,33,33,15
P7,P7_margin_1_5,158,ENHANCED,100,100,0,15358,153.58,926,0.1080,3557,0,17,17,40,40,17
P7,P7_margin_1_5,159,ENHANCED,100,100,0,14710,147.10,908,0.1101,3445,0,13,13,33,33,13
P7,P7_oneexit_battery,150,ENHANCED,100,100,0,23534,235.34,1140,0.0877,3696,1,33,33,62,62,33
P7,P7_oneexit_battery,151,ENHANCED,100,100,0,16225,162.25,978,0.1022,3566,0,25,25,45,45,25
P7,P7_oneexit_battery,152,ENHANCED,100,100,0,18905,189.05,1007,0.0993,3695,0,30,30,60,60,30
P7,P7_oneexit_battery,153,ENHANCED,100,100,0,17552,175.52,988,0.1012,3596,0,29,29,65,65,29
P7,P7_oneexit_battery,154,ENHANCED,100,100,0,16726,167.26,994,0.1006,3571,0,22,22,48,48,22
P7,P7_oneexit_battery,155,ENHANCED,100,100,0,18290,182.90,993,0.1007,3611,0,29,29,57,57,29
P7,P7_oneexit_battery,156,ENHANCED,100,100,0,15830,158.30,963,0.1038,3530,0,22,22,50,50,22
P7,P7_oneexit_battery,157,ENHANCED,100,100,0,14903,149.03,952,0.1050,3478,0,19,19,51,51,19
P7,P7_oneexit_battery,158,ENHANCED,100,100,0,16321,163.21,964,0.1037,3566,0,24,24,47,47,24
P7,P7_oneexit_battery,159,ENHANCED,100,100,0,17607,176.07,989,0.1011,3572,0,23,23,45,45,23
P7,P7_oneexit_congestion,150,ENHANCED,100,100,0,17732,177.32,995,0.1005,3616,0,24,24,64,64,24
P7,P7_oneexit_congestion,151,ENHANCED,100,100,0,17919,179.19,975,0.1026,3637,0,28,28,88,88,28
P7,P7_oneexit_congestion,152,ENHANCED,100,100,0,16600,166.00,980,0.1020,3580,0,26,26,49,49,26
P7,P7_oneexit_congestion,153,ENHANCED,100,100,0,17498,174.98,1001,0.0999,3647,0,29,29,46,46,29
P7,P7_oneexit_congestion,154,ENHANCED,100,100,0,18948,189.48,1013,0.0987,3640,0,26,26,85,85,26
P7,P7_oneexit_congestion,155,ENHANCED,100,100,0,15953,159.53,944,0.1059,3546,0,22,22,63,63,22
P7,P7_oneexit_congestion,156,ENHANCED,100,100,0,16496,164.96,959,0.1043,3560,0,22,22,61,61,22
P7,P7_oneexit_congestion,157,ENHANCED,100,100,0,17541,175.41,989,0.1011,3630,0,30,30,61,61,30
P7,P7_oneexit_congestion,158,ENHANCED,100,100,0,17575,175.75,967,0.1034,3612,0,27,27,48,48,27
P7,P7_oneexit_congestion,159,ENHANCED,100,100,0,17281,172.81,998,0.1002,3624,0,27,27,60,60,27
P7,P7_oneexit_default,150,ENHANCED,100,100,0,17879,178.79,987,0.1013,3593,0,25,25,32,32,25
P7,P7_oneexit_default,151,ENHANCED,100,100,0,16429,164.29,994,0.1006,3564,0,20,20,42,42,20
P7,P7_oneexit_default,152,ENHANCED,100,100,0,16823,168.23,948,0.1055,3599,0,24,24,50,50,24
P7,P7_oneexit_default,153,ENHANCED,100,100,0,16920,169.20,957,0.1045,3560,0,22,22,52,52,22
P7,P7_oneexit_default,154,ENHANCED,100,100,0,16716,167.16,988,0.1012,3558,0,26,26,40,40,26
P7,P7_oneexit_default,155,ENHANCED,100,100,0,18074,180.74,993,0.1007,3666,0,30,30,66,66,30
P7,P7_oneexit_default,156,ENHANCED,100,100,0,15973,159.73,961,0.1041,3521,0,24,24,43,43,24
P7,P7_oneexit_default,157,ENHANCED,100,100,0,17091,170.91,976,0.1025,3591,0,27,27,47,47,27
P7,P7_oneexit_default,158,ENHANCED,100,100,0,17053,170.53,964,0.1037,3566,0,28,28,46,46,28
P7,P7_oneexit_default,159,ENHANCED,100,100,0,17449,174.49,983,0.1017,3645,0,28,28,53,53,28
P7,P7_oneexit_equal,150,ENHANCED,100,100,0,17268,172.68,986,0.1014,3610,0,30,30,64,64,30
P7,P7_oneexit_equal,151,ENHANCED,100,100,0,17365,173.65,992,0.1008,3622,0,26,26,64,64,26
P7,P7_oneexit_equal,152,ENHANCED,100,100,0,16945,169.45,979,0.1021,3568,0,25,25,51,51,25
P7,P7_oneexit_equal,153,ENHANCED,100,100,0,17659,176.59,989,0.1011,3631,0,29,29,63,63,29
P7,P7_oneexit_equal,154,ENHANCED,100,100,0,16687,166.87,987,0.1013,3551,0,23,23,55,55,23
P7,P7_oneexit_equal,155,ENHANCED,100,100,0,16923,169.23,963,0.1038,3596,0,28,28,58,58,28
P7,P7_oneexit_equal,156,ENHANCED,100,100,0,17984,179.84,1000,0.1000,3614,0,26,26,61,61,26
P7,P7_oneexit_equal,157,ENHANCED,100,100,0,17028,170.28,977,0.1024,3605,0,31,31,55,55,31
P7,P7_oneexit_equal,158,ENHANCED,100,100,0,16550,165.50,969,0.1032,3530,0,22,22,47,47,22
P7,P7_oneexit_equal,159,ENHANCED,100,100,0,16589,165.89,976,0.1025,3577,0,28,28,52,52,28
P7,P7_oneexit_proximity,150,ENHANCED,100,100,0,16903,169.03,991,0.1009,3626,0,31,31,47,47,31
P7,P7_oneexit_proximity,151,ENHANCED,100,100,0,17134,171.34,1005,0.0995,3555,0,28,28,52,52,28
P7,P7_oneexit_proximity,152,ENHANCED,100,100,0,16805,168.05,971,0.1030,3558,0,25,25,41,41,25
P7,P7_oneexit_proximity,153,ENHANCED,100,100,0,16723,167.23,980,0.1020,3533,0,28,28,46,46,28
P7,P7_oneexit_proximity,154,ENHANCED,100,100,0,16338,163.38,964,0.1037,3583,0,26,26,32,32,26
P7,P7_oneexit_proximity,155,ENHANCED,100,100,0,18578,185.78,1004,0.0996,3673,0,29,29,74,74,29
P7,P7_oneexit_proximity,156,ENHANCED,100,100,0,18696,186.96,1008,0.0992,3616,0,27,27,71,71,27
P7,P7_oneexit_proximity,157,ENHANCED,100,100,0,15073,150.73,938,0.1066,3504,0,19,19,43,43,19
P7,P7_oneexit_proximity,158,ENHANCED,100,100,0,16935,169.35,981,0.1019,3552,0,21,21,44,44,21
P7,P7_oneexit_proximity,159,ENHANCED,100,100,0,17853,178.53,978,0.1022,3604,0,26,26,49,49,26
P7,P7_spread_battery,150,ENHANCED,100,100,0,10701,107.01,945,0.1058,3511,0,17,17,41,41,17
P7,P7_spread_battery,151,ENHANCED,100,100,0,12367,123.67,965,0.1036,3632,0,27,27,42,42,27
P7,P7_spread_battery,152,ENHANCED,100,100,0,11224,112.24,954,0.1048,3555,0,18,18,52,52,18
P7,P7_spread_battery,153,ENHANCED,100,100,0,10076,100.76,932,0.1073,3518,0,16,16,38,38,16
P7,P7_spread_battery,154,ENHANCED,100,100,0,9889,98.89,926,0.1080,3503,0,19,19,44,44,19
P7,P7_spread_battery,155,ENHANCED,100,100,0,10669,106.69,938,0.1066,3494,0,18,18,32,32,18
P7,P7_spread_battery,156,ENHANCED,100,100,0,9935,99.35,934,0.1071,3498,0,14,14,43,43,14
P7,P7_spread_battery,157,ENHANCED,100,100,0,10917,109.17,949,0.1054,3565,0,23,23,41,41,23
P7,P7_spread_battery,158,ENHANCED,100,100,0,9637,96.37,920,0.1087,3500,0,17,17,40,40,17
P7,P7_spread_battery,159,ENHANCED,100,100,0,9194,91.94,892,0.1121,3424,0,11,11,27,27,11
P7,P7_spread_congestion,150,ENHANCED,100,100,0,9694,96.94,926,0.1080,3497,0,14,14,32,32,14
P7,P7_spread_congestion,151,ENHANCED,100,100,0,11253,112.53,938,0.1066,3525,0,18,18,41,41,18
P7,P7_spread_congestion,152,ENHANCED,100,100,0,11698,116.98,966,0.1035,3636,0,26,26,36,36,26
P7,P7_spread_congestion,153,ENHANCED,100,100,0,11074,110.74,954,0.1048,3564,0,19,19,49,49,19
P7,P7_spread_congestion,154,ENHANCED,100,100,0,10350,103.50,941,0.1063,3512,0,16,16,36,36,16
P7,P7_spread_congestion,155,ENHANCED,100,100,0,10980,109.80,951,0.1052,3590,0,25,25,46,46,25
P7,P7_spread_congestion,156,ENHANCED,100,100,0,10363,103.63,942,0.1062,3543,0,24,24,38,38,24
P7,P7_spread_congestion,157,ENHANCED,100,100,0,10294,102.94,925,0.1081,3505,0,20,20,32,32,20
P7,P7_spread_congestion,158,ENHANCED,100,100,0,9469,94.69,925,0.1081,3433,0,8,8,29,29,8
P7,P7_spread_congestion,159,ENHANCED,100,100,0,10555,105.55,944,0.1059,3500,0,16,16,26,26,16
P7,P7_spread_default,150,ENHANCED,100,100,0,9972,99.72,915,0.1093,3478,0,16,16,43,43,16
P7,P7_spread_default,151,ENHANCED,100,100,0,10569,105.69,938,0.1066,3501,0,18,18,26,26,18
P7,P7_spread_default,152,ENHANCED,100,100,0,10785,107.85,954,0.1048,3602,0,23,23,54,54,23
P7,P7_spread_default,153,ENHANCED,100,100,0,9929,99.29,926,0.1080,3472,0,14,14,27,27,14
P7,P7_spread_default,154,ENHANCED,100,100,0,11462,114.62,949,0.1054,3542,0,21,21,39,39,21
P7,P7_spread_default,155,ENHANCED,100,100,0,10151,101.51,935,0.1070,3523,0,19,19,45,45,19
P7,P7_spread_default,156,ENHANCED,100,100,0,9601,96.01,926,0.1080,3495,0,19,19,33,33,19
P7,P7_spread_default,157,ENHANCED,100,100,0,11065,110.65,946,0.1057,3547,0,17,17,39,39,17
P7,P7_spread_default,158,ENHANCED,100,100,0,9691,96.91,926,0.1080,3436,0,10,10,22,22,10
P7,P7_spread_default,159,ENHANCED,100,100,0,9692,96.92,914,0.1094,3462,0,14,14,30,30,14
P7,P7_spread_equal,150,ENHANCED,100,100,0,10078,100.78,954,0.1048,3509,0,14,14,34,34,14
P7,P7_spread_equal,151,ENHANCED,100,100,0,10606,106.06,931,0.1074,3526,0,18,18,38,38,18
P7,P7_spread_equal,152,ENHANCED,100,100,0,10561,105.61,934,0.1071,3525,0,17,17,54,54,17
P7,P7_spread_equal,153,ENHANCED,100,100,0,10737,107.37,933,0.1072,3506,0,15,15,41,41,15
P7,P7_spread_equal,154,ENHANCED,100,100,0,11001,110.01,959,0.1043,3564,0,18,18,49,49,18
P7,P7_spread_equal,155,ENHANCED,100,100,0,9161,91.61,901,0.1110,3405,0,9,9,31,31,9
P7,P7_spread_equal,156,ENHANCED,100,100,0,9638,96.38,930,0.1075,3463,0,12,12,38,38,12
P7,P7_spread_equal,157,ENHANCED,100,100,0,9678,96.78,923,0.1083,3490,0,15,15,30,30,15
P7,P7_spread_equal,158,ENHANCED,100,100,0,10759,107.59,947,0.1056,3534,0,17,17,39,39,17
P7,P7_spread_equal,159,ENHANCED,100,100,0,9523,95.23,931,0.1074,3482,0,13,13,27,27,13
P7,P7_spread_proximity,150,ENHANCED,100,100,0,9536,95.36,916,0.1092,3477,0,15,15,31,31,15
P7,P7_spread_proximity,151,ENHANCED,100,100,0,10102,101.02,936,0.1068,3506,0,14,14,38,38,14
P7,P7_spread_proximity,152,ENHANCED,100,100,0,9601,96.01,924,0.1082,3472,0,13,13,35,35,13
P7,P7_spread_proximity,153,ENHANCED,100,100,0,10404,104.04,934,0.1071,3487,0,18,18,31,31,18
P7,P7_spread_proximity,154,ENHANCED,100,100,0,10858,108.58,947,0.1056,3586,0,22,22,38,38,22
P7,P7_spread_proximity,155,ENHANCED,100,100,0,10512,105.12,935,0.1070,3507,0,17,17,33,33,17
P7,P7_spread_proximity,156,ENHANCED,100,100,0,11301,113.01,955,0.1047,3579,0,20,20,40,40,20
P7,P7_spread_proximity,157,ENHANCED,100,100,0,10886,108.86,952,0.1050,3532,0,18,18,40,40,18
P7,P7_spread_proximity,158,ENHANCED,100,100,0,10881,108.81,932,0.1073,3509,0,16,16,34,34,16
P7,P7_spread_proximity,159,ENHANCED,100,100,0,9246,92.46,908,0.1101,3446,0,12,12,18,18,12
P8,P8_astar_plain,150,ENHANCED,50,50,0,9646,192.92,882,0.0567,2561,1,11,11,34,34,11
P8,P8_astar_plain,151,ENHANCED,50,50,0,9363,187.26,693,0.0722,2447,0,10,10,49,49,10
P8,P8_astar_plain,152,ENHANCED,50,50,0,9858,197.16,724,0.0691,2538,0,13,13,55,55,13
P8,P8_astar_plain,153,ENHANCED,50,50,0,9826,196.52,739,0.0677,2495,0,14,14,35,35,14
P8,P8_astar_plain,154,ENHANCED,50,50,0,9086,181.72,717,0.0697,2414,0,10,10,42,42,10
P8,P8_astar_plain,155,ENHANCED,50,50,0,8794,175.88,854,0.0585,2430,0,9,9,38,38,9
P8,P8_astar_plain,156,ENHANCED,50,50,0,11057,221.14,906,0.0552,2568,0,11,11,67,67,11
P8,P8_astar_plain,157,ENHANCED,50,50,0,9993,199.86,715,0.0699,2416,0,10,10,45,45,10
P8,P8_astar_plain,158,ENHANCED,50,50,0,9014,180.28,698,0.0716,2464,0,12,12,54,54,12
P8,P8_astar_plain,159,ENHANCED,50,46,4,8093,175.93,1999,0.0230,2775,1,10,10,44,44,10
P8,P8_full,150,ENHANCED,50,50,0,4513,90.26,493,0.1014,1747,0,9,9,17,17,9
P8,P8_full,151,ENHANCED,50,50,0,4468,89.36,476,0.1050,1740,0,11,11,19,19,11
P8,P8_full,152,ENHANCED,50,50,0,4043,80.86,471,0.1062,1720,0,7,7,11,11,7
P8,P8_full,153,ENHANCED,50,50,0,4208,84.16,479,0.1044,1722,0,10,10,17,17,10
