phase,experiment,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked,conflicts,yields,relay_drops
P0,P0_baseline,155,ENHANCED,50,50,0,4125,82.50,478,0.1046,1734,0,11,11,19,19,11
P0,P0_baseline,155,REFERENCE,50,50,0,1002,20.04,329,0.1520,1036,0,0,0,0,0,0
P0,P0_baseline,156,ENHANCED,50,50,0,4259,85.18,475,0.1053,1733,0,8,8,19,19,8
P0,P0_baseline,156,REFERENCE,50,50,0,1052,21.04,329,0.1520,1037,0,0,0,0,0,0
P0,P0_baseline,157,ENHANCED,50,50,0,4746,94.92,513,0.0975,1777,0,9,9,10,10,9
P0,P0_baseline,157,REFERENCE,50,50,0,1016,20.32,329,0.1520,1037,0,0,0,0,0,0
P0,P0_baseline,158,ENHANCED,50,50,0,4108,82.16,477,0.1048,1692,0,6,6,12,12,6
P0,P0_baseline,158,REFERENCE,50,50,0,1033,20.66,329,0.1520,1037,0,0,0,0,0,0
P0,P0_baseline,159,ENHANCED,50,50,0,4513,90.26,480,0.1042,1741,0,12,12,24,24,12
P0,P0_baseline,159,REFERENCE,50,48,0,1017,21.19,1999,0.0240,999,0,0,0,0,0,0
P1,P1_dumb_fleet,150,ENHANCED,50,50,0,6288,125.76,623,0.0803,2163,0,0,0,0,0,0
P1,P1_dumb_fleet,151,ENHANCED,50,50,0,6510,130.20,614,0.0814,2149,0,0,0,0,0,0
P1,P1_dumb_fleet,152,ENHANCED,50,50,0,5945,118.90,587,0.0852,2151,0,0,0,0,0,0
P1,P1_dumb_fleet,153,ENHANCED,50,50,0,6071,121.42,561,0.0891,2176,0,0,0,0,0,0
P1,P1_dumb_fleet,154,ENHANCED,50,50,0,6031,120.62,591,0.0846,2137,0,0,0,0,0,0
P1,P1_dumb_fleet,155,ENHANCED,50,50,0,6175,123.50,608,0.0822,2121,0,0,0,0,0,0
P1,P1_dumb_fleet,156,ENHANCED,50,50,0,6087,121.74,565,0.0885,2161,0,0,0,0,0,0
P1,P1_dumb_fleet,157,ENHANCED,50,50,0,6441,128.82,658,0.0760,2171,0,0,0,0,0,0
P1,P1_dumb_fleet,158,ENHANCED,50,50,0,6771,135.42,651,0.0768,2176,0,0,0,0,0,0
P1,P1_dumb_fleet,159,ENHANCED,50,50,0,6095,121.90,606,0.0825,2187,0,0,0,0,0,0
P2,P2_crowded_astar,150,ENHANCED,100,100,0,28184,281.84,1262,0.0792,4754,2,2,2,0,0,1
P2,P2_crowded_astar,151,ENHANCED,100,100,0,21951,219.51,1105,0.0905,4600,3,2,2,0,0,1
P2,P2_crowded_astar,152,ENHANCED,100,98,2,23357,238.34,3999,0.0245,5377,3,6,6,0,0,4
P2,P2_crowded_astar,153,ENHANCED,100,96,3,23996,249.96,3999,0.0240,6304,2,5,5,0,0,4
P2,P2_crowded_astar,154,ENHANCED,100,100,0,25408,254.08,2305,0.0434,5803,1,7,7,0,0,7
P2,P2_crowded_astar,155,ENHANCED,100,100,0,26516,265.16,1247,0.0802,4680,2,5,5,0,0,5
P2,P2_crowded_astar,156,ENHANCED,100,100,0,24968,249.68,1252,0.0799,4630,3,4,4,0,0,4
P2,P2_crowded_astar,157,ENHANCED,100,93,7,24512,263.57,3999,0.0233,4976,3,4,4,0,0,3
P2,P2_crowded_astar,158,ENHANCED,100,99,1,31828,321.49,3999,0.0248,6665,7,8,8,0,0,5
P2,P2_crowded_astar,159,ENHANCED,100,95,4,22478,236.61,3999,0.0238,5912,2,5,5,0,0,4
P2,P2_crowded_astar_diagonal,150,ENHANCED,100,100,0,6419,64.19,730,0.1370,3406,0,0,0,0,0,0
P2,P2_crowded_astar_diagonal,151,ENHANCED,100,100,0,6851,68.51,729,0.1372,3456,0,0,0,0,0,0
P2,P2_crowded_astar_diagonal,152,ENHANCED,100,100,0,7106,71.06,732,0.1366,3429,0,1,1,0,0,1
P2,P2_crowded_astar_diagonal,153,ENHANCED,100,100,0,6585,65.85,720,0.1389,3421,0,0,0,0,0,0
P2,P2_crowded_astar_diagonal,154,ENHANCED,100,100,0,6689,66.89,717,0.1395,3423,0,1,1,0,0,1
P2,P2_crowded_astar_diagonal,155,ENHANCED,100,100,0,6594,65.94,722,0.1385,3385,0,0,0,0,0,0
P2,P2_crowded_astar_diagonal,156,ENHANCED,100,100,0,6807,68.07,805,0.1242,3558,0,1,1,0,0,1
P2,P2_crowded_astar_diagonal,157,ENHANCED,100,100,0,6751,67.51,722,0.1385,3474,0,2,2,0,0,2
P2,P2_crowded_astar_diagonal,158,ENHANCED,100,100,0,6995,69.95,731,0.1368,3427,0,0,0,0,0,0
P2,P2_crowded_astar_diagonal,159,ENHANCED,100,100,0,6398,63.98,730,0.1370,3397,0,0,0,0,0,0
P2,P2_crowded_astar_penalties,150,ENHANCED,100,100,0,38886,388.86,1519,0.0658,5213,2,3,3,0,0,3
P2,P2_crowded_astar_penalties,151,ENHANCED,100,100,0,19932,199.32,1055,0.0948,4802,0,6,6,0,0,6
P2,P2_crowded_astar_penalties,152,ENHANCED,100,100,0,62650,626.50,1826,0.0548,5416,0,3,3,0,0,3
P2,P2_crowded_astar_penalties,153,ENHANCED,100,100,0,32033,320.33,2505,0.0399,5638,2,4,4,0,0,4
P2,P2_crowded_astar_penalties,154,ENHANCED,100,100,0,25015,250.15,1225,0.0816,4891,2,7,7,0,0,6
P2,P2_crowded_astar_penalties,155,ENHANCED,100,100,0,22306,223.06,1156,0.0865,4838,2,7,7,0,0,6
P2,P2_crowded_astar_penalties,156,ENHANCED,100,100,0,71328,713.28,1861,0.0537,5429,1,3,3,0,0,3
P2,P2_crowded_astar_penalties,157,ENHANCED,100,100,0,25168,251.68,1246,0.0803,5121,0,3,3,0,0,3
P2,P2_crowded_astar_penalties,158,ENHANCED,100,94,6,16233,172.69,3999,0.0235,4316,3,6,6,0,0,5
P2,P2_crowded_astar_penalties,159,ENHANCED,100,100,0,33801,338.01,1299,0.0770,4928,2,2,2,0,0,1
P2,P2_crowded_bfs,150,ENHANCED,100,97,3,19491,200.94,3999,0.0243,5208,5,6,6,0,0,4
P2,P2_crowded_bfs,151,ENHANCED,100,100,0,20167,201.67,2384,0.0419,5656,4,5,5,0,0,4
P2,P2_crowded_bfs,152,ENHANCED,100,100,0,18631,186.31,1035,0.0966,4402,3,5,5,0,0,3
P2,P2_crowded_bfs,153,ENHANCED,100,100,0,24106,241.06,3946,0.0253,5653,5,5,5,0,0,4
P2,P2_crowded_bfs,154,ENHANCED,100,100,0,19254,192.54,1091,0.0917,4535,3,4,4,0,0,4
P2,P2_crowded_bfs,155,ENHANCED,100,100,0,17159,171.59,1061,0.0943,4429,3,6,6,0,0,5
P2,P2_crowded_bfs,156,ENHANCED,100,100,0,17749,177.49,1049,0.0953,4423,1,3,3,0,0,3
P2,P2_crowded_bfs,157,ENHANCED,100,100,0,19837,198.37,1091,0.0917,4541,2,4,4,0,0,3
P2,P2_crowded_bfs,158,ENHANCED,100,100,0,19429,194.29,1054,0.0949,4455,2,4,4,0,0,3
P2,P2_crowded_bfs,159,ENHANCED,100,100,0,33463,334.63,3250,0.0308,4956,2,5,5,0,0,4
P2,P2_crowded_dijkstra,150,ENHANCED,100,100,0,15705,157.05,992,0.1008,4585,2,5,5,0,0,5
P2,P2_crowded_dijkstra,151,ENHANCED,100,100,0,16166,161.66,1069,0.0935,4630,2,3,3,0,0,3
P2,P2_crowded_dijkstra,152,ENHANCED,100,100,0,15696,156.96,1020,0.0980,4567,3,5,5,0,0,5
P2,P2_crowded_dijkstra,153,ENHANCED,100,100,0,17607,176.07,2038,0.0491,5265,3,4,4,0,0,3
P2,P2_crowded_dijkstra,154,ENHANCED,100,100,0,15970,159.70,1050,0.0952,4710,2,5,5,0,0,4
P2,P2_crowded_dijkstra,155,ENHANCED,100,100,0,13494,134.94,980,0.1020,4494,3,5,5,0,0,4
P2,P2_crowded_dijkstra,156,ENHANCED,100,100,0,16202,162.02,1035,0.0966,4603,3,6,6,0,0,4
P2,P2_crowded_dijkstra,157,ENHANCED,100,100,0,15689,156.89,1026,0.0975,4541,4,6,6,0,0,5
P2,P2_crowded_dijkstra,158,ENHANCED,100,97,3,13276,136.87,3999,0.0243,5434,3,5,5,0,0,3
P2,P2_crowded_dijkstra,159,ENHANCED,100,100,0,15067,150.67,990,0.1010,4500,3,4,4,0,0,2
P2,P2_maze_astar,150,ENHANCED,50,50,0,8719,174.38,961,0.0520,2334,0,1,1,0,0,1
P2,P2_maze_astar,151,ENHANCED,50,50,0,11777,235.54,1207,0.0414,2291,0,0,0,0,0,0
P2,P2_maze_astar,152,ENHANCED,50,50,0,6388,127.76,748,0.0668,2302,0,2,2,0,0,2
P2,P2_maze_astar,153,ENHANCED,50,50,0,7497,149.94,844,0.0592,2363,0,2,2,0,0,2
P2,P2_maze_astar,154,ENHANCED,50,50,0,8009,160.18,1092,0.0458,2249,0,0,0,0,0,0
P2,P2_maze_astar,155,ENHANCED,50,50,0,8205,164.10,998,0.0501,2401,0,0,0,0,0,0
P2,P2_maze_astar,156,ENHANCED,50,50,0,12467,249.34,1516,0.0330,2404,0,1,1,0,0,1
P2,P2_maze_astar,157,ENHANCED,50,50,0,6407,128.14,695,0.0719,2178,0,1,1,0,0,1
P2,P2_maze_astar,158,ENHANCED,50,50,0,7035,140.70,691,0.0724,2238,0,1,1,0,0,1
P2,P2_maze_astar,159,ENHANCED,50,50,0,7822,156.44,914,0.0547,2384,0,3,3,0,0,3
P2,P2_maze_astar_diagonal,150,ENHANCED,50,50,0,3176,63.52,449,0.1114,1690,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,151,ENHANCED,50,50,0,3096,61.92,435,0.1149,1690,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,152,ENHANCED,50,50,0,3221,64.42,452,0.1106,1673,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,153,ENHANCED,50,50,0,3070,61.40,448,0.1116,1668,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,154,ENHANCED,50,50,0,3351,67.02,442,0.1131,1701,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,155,ENHANCED,50,50,0,3281,65.62,447,0.1119,1688,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,156,ENHANCED,50,50,0,3151,63.02,438,0.1142,1680,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,157,ENHANCED,50,50,0,3108,62.16,430,0.1163,1679,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,158,ENHANCED,50,50,0,3076,61.52,432,0.1157,1671,0,0,0,0,0,0
P2,P2_maze_astar_diagonal,159,ENHANCED,50,50,0,3197,63.94,443,0.1129,1703,0,0,0,0,0,0
P2,P2_maze_astar_penalties,150,ENHANCED,50,50,0,11526,230.52,814,0.0614,2424,1,0,0,0,0,0
P2,P2_maze_astar_penalties,151,ENHANCED,50,50,0,10514,210.28,963,0.0519,2660,0,2,2,0,0,2
P2,P2_maze_astar_penalties,152,ENHANCED,50,50,0,21791,435.82,1508,0.0332,3017,0,1,1,0,0,1
P2,P2_maze_astar_penalties,153,ENHANCED,50,50,0,20072,401.44,1938,0.0258,3340,0,2,2,0,0,2
P2,P2_maze_astar_penalties,154,ENHANCED,50,50,0,12979,259.58,886,0.0564,2533,0,1,1,0,0,1
P2,P2_maze_astar_penalties,155,ENHANCED,50,50,0,11712,234.24,803,0.0623,2484,1,0,0,0,0,0
P2,P2_maze_astar_penalties,156,ENHANCED,50,50,0,20214,404.28,1090,0.0459,2933,0,2,2,0,0,2
P2,P2_maze_astar_penalties,157,ENHANCED,50,50,0,15574,311.48,1065,0.0469,2702,0,1,1,0,0,1
P2,P2_maze_astar_penalties,158,ENHANCED,50,50,0,14965,299.30,1037,0.0482,2644,0,2,2,0,0,2
P2,P2_maze_astar_penalties,159,ENHANCED,50,50,0,19921,398.42,1572,0.0318,3040,0,2,2,0,0,2
P2,P2_maze_bfs,150,ENHANCED,50,50,0,6815,136.30,625,0.0800,2141,0,0,0,0,0,0
P2,P2_maze_bfs,151,ENHANCED,50,50,0,6478,129.56,624,0.0801,2149,0,0,0,0,0,0
P2,P2_maze_bfs,152,ENHANCED,50,50,0,6632,132.64,625,0.0800,2163,0,0,0,0,0,0
P2,P2_maze_bfs,153,ENHANCED,50,50,0,6381,127.62,611,0.0818,2148,0,0,0,0,0,0
P2,P2_maze_bfs,154,ENHANCED,50,50,0,6470,129.40,608,0.0822,2133,0,0,0,0,0,0
P2,P2_maze_bfs,155,ENHANCED,50,50,0,5945,118.90,605,0.0826,2077,0,0,0,0,0,0
P2,P2_maze_bfs,156,ENHANCED,50,50,0,5970,119.40,623,0.0803,2114,0,0,0,0,0,0
P2,P2_maze_bfs,157,ENHANCED,50,50,0,6566,131.32,597,0.0838,2172,0,0,0,0,0,0
P2,P2_maze_bfs,158,ENHANCED,50,50,0,6206,124.12,677,0.0739,2200,0,1,1,0,0,1
P2,P2_maze_bfs,159,ENHANCED,50,50,0,6742,134.84,585,0.0855,2121,0,0,0,0,0,0
P2,P2_maze_dijkstra,150,ENHANCED,50,50,0,7132,142.64,695,0.0719,2297,0,1,1,0,0,1
P2,P2_maze_dijkstra,151,ENHANCED,50,50,0,5717,114.34,573,0.0873,2152,0,0,0,0,0,0
P2,P2_maze_dijkstra,152,ENHANCED,50,50,0,8050,161.00,872,0.0573,2343,0,0,0,0,0,0
P2,P2_maze_dijkstra,153,ENHANCED,50,50,0,6364,127.28,610,0.0820,2214,0,0,0,0,0,0
P2,P2_maze_dijkstra,154,ENHANCED,50,50,0,6762,135.24,713,0.0701,2302,0,2,2,0,0,2
P2,P2_maze_dijkstra,155,ENHANCED,50,50,0,7339,146.78,671,0.0745,2374,0,2,2,0,0,2
P2,P2_maze_dijkstra,156,ENHANCED,50,50,0,7603,152.06,630,0.0794,2229,0,0,0,0,0,0
P2,P2_maze_dijkstra,157,ENHANCED,50,50,0,6590,131.80,604,0.0828,2273,0,1,1,0,0,1
P2,P2_maze_dijkstra,158,ENHANCED,50,50,0,6650,133.00,759,0.0659,2403,0,1,1,0,0,1
P2,P2_maze_dijkstra,159,ENHANCED,50,50,0,6099,121.98,606,0.0825,2188,0,0,0,0,0,0
P2,P2_sparse_astar,150,ENHANCED,50,50,0,6463,129.26,612,0.0817,2167,0,0,0,0,0,0
P2,P2_sparse_astar,151,ENHANCED,50,50,0,6694,133.88,668,0.0749,2165,0,0,0,0,0,0
P2,P2_sparse_astar,152,ENHANCED,50,50,0,6008,120.16,622,0.0804,2197,0,0,0,0,0,0
P2,P2_sparse_astar,153,ENHANCED,50,50,0,6340,126.80,611,0.0818,2159,0,0,0,0,0,0
P2,P2_sparse_astar,154,ENHANCED,50,50,0,5938,118.76,573,0.0873,2139,0,0,0,0,0,0
P2,P2_sparse_astar,155,ENHANCED,50,50,0,6178,123.56,595,0.0840,2191,0,0,0,0,0,0
P2,P2_sparse_astar,156,ENHANCED,50,50,0,6284,125.68,590,0.0847,2173,0,0,0,0,0,0
P2,P2_sparse_astar,157,ENHANCED,50,50,0,6754,135.08,602,0.0831,2160,0,0,0,0,0,0
P2,P2_sparse_astar,158,ENHANCED,50,50,0,5898,117.96,572,0.0874,2147,0,0,0,0,0,0
P2,P2_sparse_astar,159,ENHANCED,50,50,0,6248,124.96,624,0.0801,2139,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,150,ENHANCED,50,50,0,2631,52.62,415,0.1205,1609,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,151,ENHANCED,50,50,0,2868,57.36,434,0.1152,1618,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,152,ENHANCED,50,50,0,2742,54.84,421,0.1188,1608,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,153,ENHANCED,50,50,0,2847,56.94,438,0.1142,1606,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,154,ENHANCED,50,50,0,2564,51.28,417,0.1199,1607,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,155,ENHANCED,50,50,0,2662,53.24,419,0.1193,1608,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,156,ENHANCED,50,50,0,2658,53.16,421,0.1188,1607,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,157,ENHANCED,50,50,0,2562,51.24,425,0.1176,1609,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,158,ENHANCED,50,50,0,2671,53.42,421,0.1188,1609,0,0,0,0,0,0
P2,P2_sparse_astar_diagonal,159,ENHANCED,50,50,0,2646,52.92,418,0.1196,1611,0,0,0,0,0,0
P2,P2_sparse_astar_penalties,150,ENHANCED,50,50,0,5869,117.38,563,0.0888,2215,0,0,0,0,0,0
P2,P2_sparse_astar_penalties,151,ENHANCED,50,50,0,7317,146.34,680,0.0735,2307,0,2,2,0,0,2
P2,P2_sparse_astar_penalties,152,ENHANCED,50,50,0,9923,198.46,726,0.0689,2416,1,1,1,0,0,0
P2,P2_sparse_astar_penalties,153,ENHANCED,50,50,0,13107,262.14,935,0.0535,2629,0,1,1,0,0,1
P2,P2_sparse_astar_penalties,154,ENHANCED,50,50,0,5790,115.80,605,0.0826,2297,0,1,1,0,0,1
P2,P2_sparse_astar_penalties,155,ENHANCED,50,50,0,14523,290.46,1007,0.0497,2752,0,2,2,0,0,2
P2,P2_sparse_astar_penalties,156,ENHANCED,50,50,0,5710,114.20,555,0.0901,2188,0,0,0,0,0,0
P2,P2_sparse_astar_penalties,157,ENHANCED,50,50,0,7707,154.14,741,0.0675,2355,0,1,1,0,0,1
P2,P2_sparse_astar_penalties,158,ENHANCED,50,50,0,8954,179.08,701,0.0713,2409,0,2,2,0,0,2
P2,P2_sparse_astar_penalties,159,ENHANCED,50,50,0,8537,170.74,894,0.0559,2546,0,4,4,0,0,4
P2,P2_sparse_bfs,150,ENHANCED,50,50,0,5710,114.20,559,0.0894,2163,0,0,0,0,0,0
P2,P2_sparse_bfs,151,ENHANCED,50,50,0,5412,108.24,569,0.0879,2109,0,0,0,0,0,0
P2,P2_sparse_bfs,152,ENHANCED,50,50,0,6196,123.92,684,0.0731,2255,1,1,1,0,0,1
P2,P2_sparse_bfs,153,ENHANCED,50,50,0,6301,126.02,695,0.0719,2247,0,0,0,0,0,0
P2,P2_sparse_bfs,154,ENHANCED,50,50,0,6034,120.68,637,0.0785,2231,0,1,1,0,0,1
P2,P2_sparse_bfs,155,ENHANCED,50,50,0,6297,125.94,626,0.0799,2150,0,0,0,0,0,0
P2,P2_sparse_bfs,156,ENHANCED,50,50,0,6201,124.02,694,0.0720,2216,0,1,1,0,0,1
P2,P2_sparse_bfs,157,ENHANCED,50,50,0,5926,118.52,563,0.0888,2146,0,0,0,0,0,0
P2,P2_sparse_bfs,158,ENHANCED,50,50,0,6320,126.40,695,0.0719,2248,1,1,1,0,0,1
P2,P2_sparse_bfs,159,ENHANCED,50,50,0,6652,133.04,617,0.0810,2165,0,0,0,0,0,0
P2,P2_sparse_dijkstra,150,ENHANCED,50,50,0,5464,109.28,555,0.0901,2180,0,0,0,0,0,0
P2,P2_sparse_dijkstra,151,ENHANCED,50,50,0,22028,440.56,1539,0.0325,2896,0,2,2,0,0,2
P2,P2_sparse_dijkstra,152,ENHANCED,50,50,0,5569,111.38,635,0.0787,2238,0,1,1,0,0,1
P2,P2_sparse_dijkstra,153,ENHANCED,50,50,0,7374,147.48,594,0.0842,2247,0,0,0,0,0,0
P2,P2_sparse_dijkstra,154,ENHANCED,50,50,0,6357,127.14,615,0.0813,2227,0,0,0,0,0,0
P2,P2_sparse_dijkstra,155,ENHANCED,50,50,0,5524,110.48,528,0.0947,2182,0,0,0,0,0,0
P2,P2_sparse_dijkstra,156,ENHANCED,50,50,0,5972,119.44,565,0.0885,2205,0,0,0,0,0,0
P2,P2_sparse_dijkstra,157,ENHANCED,50,50,0,8260,165.20,645,0.0775,2234,0,0,0,0,0,0
P2,P2_sparse_dijkstra,158,ENHANCED,50,50,0,5709,114.18,571,0.0876,2162,0,0,0,0,0,0
P2,P2_sparse_dijkstra,159,ENHANCED,50,50,0,7133,142.66,647,0.0773,2231,0,0,0,0,0,0
P3,P3_asymmetric_cnp,150,ENHANCED,100,72,28,4337,60.24,3999,0.0180,2297,0,0,0,0,0,0
P3,P3_asymmetric_cnp,151,ENHANCED,100,72,28,4304,59.78,3999,0.0180,2289,0,0,0,0,0,0
P3,P3_asymmetric_cnp,152,ENHANCED,100,69,31,4228,61.28,3999,0.0173,2206,0,0,0,0,0,0
P3,P3_asymmetric_cnp,153,ENHANCED,100,70,30,4211,60.16,3999,0.0175,2241,0,0,0,0,0,0
P3,P3_asymmetric_cnp,154,ENHANCED,100,71,29,4425,62.32,3999,0.0178,2258,0,0,0,0,0,0
P3,P3_asymmetric_cnp,155,ENHANCED,100,71,29,4128,58.14,3999,0.0178,2265,0,0,0,0,0,0
P3,P3_asymmetric_cnp,156,ENHANCED,100,71,29,4530,63.80,3999,0.0178,2262,0,0,0,0,0,0
P3,P3_asymmetric_cnp,157,ENHANCED,100,70,30,4038,57.69,3999,0.0175,2230,0,0,0,0,0,0
P3,P3_asymmetric_cnp,158,ENHANCED,100,68,32,4115,60.51,3999,0.0170,2172,0,0,0,0,0,0
P3,P3_asymmetric_cnp,159,ENHANCED,100,72,28,4371,60.71,3999,0.0180,2296,0,0,0,0,0,0
P3,P3_asymmetric_greedy,150,ENHANCED,100,100,0,10463,104.63,893,0.1120,3273,1,3,3,0,0,3
P3,P3_asymmetric_greedy,151,ENHANCED,100,100,0,10548,105.48,896,0.1116,3284,1,4,4,0,0,4
P3,P3_asymmetric_greedy,152,ENHANCED,100,100,0,10943,109.43,913,0.1095,3282,0,3,3,0,0,3
P3,P3_asymmetric_greedy,153,ENHANCED,100,100,0,10808,108.08,893,0.1120,3280,1,5,5,0,0,5
P3,P3_asymmetric_greedy,154,ENHANCED,100,100,0,10516,105.16,888,0.1126,3261,1,4,4,0,0,4
P3,P3_asymmetric_greedy,155,ENHANCED,100,100,0,10452,104.52,898,0.1114,3281,1,4,4,0,0,4
P3,P3_asymmetric_greedy,156,ENHANCED,100,100,0,10732,107.32,904,0.1106,3271,1,3,3,0,0,3
P3,P3_asymmetric_greedy,157,ENHANCED,100,100,0,10470,104.70,892,0.1121,3251,1,4,4,0,0,4
P3,P3_asymmetric_greedy,158,ENHANCED,100,100,0,11048,110.48,927,0.1079,3281,1,5,5,0,0,5
P3,P3_asymmetric_greedy,159,ENHANCED,100,100,0,10597,105.97,903,0.1107,3265,1,3,3,0,0,3
P3,P3_asymmetric_least_utilized,150,ENHANCED,100,100,0,10436,104.36,900,0.1111,3277,1,4,4,0,0,4
P3,P3_asymmetric_least_utilized,151,ENHANCED,100,100,0,10713,107.13,915,0.1093,3280,1,5,5,0,0,5
P3,P3_asymmetric_least_utilized,152,ENHANCED,100,100,0,10463,104.63,893,0.1120,3268,1,5,5,0,0,5
P3,P3_asymmetric_least_utilized,153,ENHANCED,100,100,0,10917,109.17,891,0.1122,3282,1,4,4,0,0,4
P3,P3_asymmetric_least_utilized,154,ENHANCED,100,100,0,10989,109.89,943,0.1060,3271,2,4,4,0,0,4
P3,P3_asymmetric_least_utilized,155,ENHANCED,100,100,0,10679,106.79,899,0.1112,3280,1,4,4,0,0,4
P3,P3_asymmetric_least_utilized,156,ENHANCED,100,100,0,11486,114.86,960,0.1042,3289,2,5,5,0,0,5
P3,P3_asymmetric_least_utilized,157,ENHANCED,100,100,0,10695,106.95,877,0.1140,3261,1,5,5,0,0,4
P3,P3_asymmetric_least_utilized,158,ENHANCED,100,100,0,10891,108.91,902,0.1109,3271,1,4,4,0,0,4
P3,P3_asymmetric_least_utilized,159,ENHANCED,100,100,0,10476,104.76,897,0.1115,3272,1,4,4,0,0,4
P3,P3_asymmetric_random,150,ENHANCED,100,100,0,10178,101.78,902,0.1109,3274,1,3,3,0,0,3
P3,P3_asymmetric_random,151,ENHANCED,100,100,0,11218,112.18,926,0.1080,3294,1,5,5,0,0,5
P3,P3_asymmetric_random,152,ENHANCED,100,100,0,10424,104.24,900,0.1111,3261,0,4,4,0,0,4
P3,P3_asymmetric_random,153,ENHANCED,100,100,0,11556,115.56,957,0.1045,3295,2,4,4,0,0,4
P3,P3_asymmetric_random,154,ENHANCED,100,100,0,10616,106.16,893,0.1120,3273,1,3,3,0,0,3
P3,P3_asymmetric_random,155,ENHANCED,100,100,0,10383,103.83,894,0.1119,3279,1,4,4,0,0,4
P3,P3_asymmetric_random,156,ENHANCED,100,100,0,10321,103.21,891,0.1122,3263,1,3,3,0,0,3
P3,P3_asymmetric_random,157,ENHANCED,100,100,0,10735,107.35,884,0.1131,3293,1,5,5,0,0,5
P3,P3_asymmetric_random,158,ENHANCED,100,100,0,10852,108.52,917,0.1091,3278,1,4,4,0,0,4
P3,P3_asymmetric_random,159,ENHANCED,100,100,0,10912,109.12,910,0.1099,3287,1,3,3,0,0,3
P3,P3_asymmetric_round_robin,150,ENHANCED,100,100,0,11238,112.38,933,0.1072,3269,0,3,3,0,0,3
P3,P3_asymmetric_round_robin,151,ENHANCED,100,100,0,10947,109.47,908,0.1101,3258,0,2,2,0,0,2
P3,P3_asymmetric_round_robin,152,ENHANCED,100,100,0,11086,110.86,921,0.1086,3249,1,3,3,0,0,3
P3,P3_asymmetric_round_robin,153,ENHANCED,100,100,0,11871,118.71,905,0.1105,3273,1,3,3,0,0,3
P3,P3_asymmetric_round_robin,154,ENHANCED,100,100,0,10561,105.61,869,0.1151,3250,0,3,3,0,0,3
P3,P3_asymmetric_round_robin,155,ENHANCED,100,100,0,11171,111.71,915,0.1093,3269,1,3,3,0,0,3
P3,P3_asymmetric_round_robin,156,ENHANCED,100,100,0,11586,115.86,930,0.1075,3274,1,4,4,0,0,4
P3,P3_asymmetric_round_robin,157,ENHANCED,100,100,0,11049,110.49,916,0.1092,3266,1,4,4,0,0,3
P3,P3_asymmetric_round_robin,158,ENHANCED,100,100,0,10663,106.63,882,0.1134,3270,0,3,3,0,0,3
P3,P3_asymmetric_round_robin,159,ENHANCED,100,100,0,10786,107.86,891,0.1122,3274,1,4,4,0,0,3
P3,P3_battery_cnp,150,ENHANCED,100,100,0,15165,151.65,957,0.1045,3447,0,14,14,0,0,14
P3,P3_battery_cnp,151,ENHANCED,100,100,0,15181,151.81,938,0.1066,3419,0,14,14,0,0,14
P3,P3_battery_cnp,152,ENHANCED,100,100,0,16062,160.62,961,0.1041,3502,0,18,18,0,0,18
P3,P3_battery_cnp,153,ENHANCED,100,100,0,15252,152.52,944,0.1059,3419,0,15,15,0,0,15
P3,P3_battery_cnp,154,ENHANCED,100,100,0,15904,159.04,985,0.1015,3485,0,16,16,0,0,16
P3,P3_battery_cnp,155,ENHANCED,100,100,0,15180,151.80,930,0.1075,3463,0,16,16,0,0,16
P3,P3_battery_cnp,156,ENHANCED,100,100,0,16058,160.58,950,0.1053,3505,0,21,21,0,0,21
P3,P3_battery_cnp,157,ENHANCED,100,100,0,14629,146.29,925,0.1081,3384,0,9,9,0,0,9
P3,P3_battery_cnp,158,ENHANCED,100,100,0,15225,152.25,919,0.1088,3427,0,15,15,0,0,15
P3,P3_battery_cnp,159,ENHANCED,100,100,0,15627,156.27,936,0.1068,3416,0,12,12,0,0,12
P3,P3_battery_greedy,150,ENHANCED,100,100,0,15454,154.54,962,0.1040,3449,0,19,19,0,0,19
P3,P3_battery_greedy,151,ENHANCED,100,100,0,16115,161.15,956,0.1046,3478,0,23,23,0,0,23
P3,P3_battery_greedy,152,ENHANCED,100,100,0,15750,157.50,960,0.1042,3465,0,18,18,0,0,18
P3,P3_battery_greedy,153,ENHANCED,100,100,0,16314,163.14,965,0.1036,3496,0,22,22,0,0,22
